source_key,size_ml,variant_type,currency,sku,barcode,retail_price_minor,cost_minor,opening_stock,reorder_level,availability_intent,stock_status,launch_scope,approval_status,review_notes
main_list:15,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:15,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:15,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:16,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:16,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:16,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:17,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:17,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:17,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:18,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:18,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:18,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:19,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:19,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:19,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:20,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:20,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:20,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:21,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:21,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:21,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:22,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:22,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:22,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:23,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:23,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:23,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:24,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:24,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:24,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:25,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:25,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:25,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:26,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:26,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:26,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:27,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:27,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:27,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:28,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:28,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:28,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:29,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:29,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:29,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:30,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:30,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:30,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:31,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:31,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:31,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:32,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:32,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:32,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:33,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:33,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:33,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:34,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:34,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:34,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:35,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:35,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:35,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:36,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:36,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:36,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:37,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:37,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:37,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:38,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:38,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:38,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:39,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:39,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:39,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:40,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:40,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:40,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:41,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:41,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:41,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:42,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:42,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:42,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:43,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:43,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:43,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:44,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:44,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:44,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:45,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:45,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:45,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:46,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:46,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:46,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:47,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:47,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:47,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:48,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:48,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:48,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:49,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:49,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:49,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:50,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:50,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:50,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:51,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:51,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:51,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:52,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:52,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:52,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:53,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:53,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:53,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:54,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:54,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:54,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:55,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:55,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:55,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:56,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:56,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:56,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:57,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:57,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:57,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:58,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:58,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:58,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:59,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:59,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:59,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:60,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:60,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:60,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:61,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:61,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:61,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:62,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:62,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:62,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:63,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:63,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:63,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:64,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:64,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:64,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:65,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:65,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:65,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:66,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:66,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:66,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:67,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:67,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:67,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:68,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:68,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:68,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:69,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:69,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:69,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:70,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:70,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:70,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:71,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:71,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:71,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:72,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:72,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:72,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:73,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:73,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:73,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:74,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:74,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:74,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:75,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:75,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:75,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:76,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:76,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:76,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:77,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:77,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:77,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:78,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:78,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:78,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:79,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:79,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:79,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:80,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:80,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:80,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:81,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:81,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:81,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:82,30,bottle,INR,,,60000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:82,50,bottle,INR,,,80000,,,,available,count_pending,selected,needs_sku_cost_stock,
main_list:82,100,bottle,INR,,,140000,,,,available,count_pending,selected,needs_sku_cost_stock,
signature_series:1,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:1,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:2,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:2,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:3,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:3,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:4,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:4,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:5,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:5,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:6,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:6,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:7,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:7,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:8,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:8,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:9,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:9,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:10,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:10,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:11,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:11,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:12,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:12,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:13,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:13,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:14,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:14,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:15,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:15,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:16,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:16,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:17,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:17,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:18,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:18,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:19,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:19,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:20,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:20,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:21,50,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
signature_series:21,105,bottle,INR,,,,,,,available,count_pending,selected,needs_price_sku_cost_stock,
